session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM04718,personal,wife,I feel sidelined in our life planning. It hurts. I want hope here.,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. It hurts. I want hope here. || Output: Be specific: I want to co-decide on X and Y.
BM04719,personal,wife,I feel sidelined in our life planning. It hurts. Can we rebuild this?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. It hurts. Can we rebuild this? || Output: Listen for their fears about slowing decisions down.
BM04720,personal,wife,I feel sidelined in our life planning. It hurts. I believe we can do better.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. It hurts. I believe we can do better. || Output: End with one trial week of a new check-in habit.
BM04721,personal,wife,I feel sidelined in our life planning. I feel small.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. I feel small. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04722,personal,wife,I feel sidelined in our life planning. I feel small. Can we fix this?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. I feel small. Can we fix this? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04723,personal,wife,I feel sidelined in our life planning. I feel small. What should I say?,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. I feel small. What should I say? || Output: Name the impact clearly without accusing motive.
BM04724,personal,wife,I feel sidelined in our life planning. I feel small. How do I bring it up calmly?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. I feel small. How do I bring it up calmly? || Output: Request a standing agenda slot for joint decisions monthly.
BM04725,personal,wife,I feel sidelined in our life planning. I feel small. I don't want a fight.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. I feel small. I don't want a fight. || Output: Ask what information you need to feel included.
BM04726,personal,wife,I feel sidelined in our life planning. I feel small. I need a script.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I feel sidelined in our life planning. I feel small. I need a script. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04727,personal,wife,I feel sidelined in our life planning. I feel small. Where do we start?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I feel sidelined in our life planning. I feel small. Where do we start? || Output: Validate their competence while asking for collaboration.
BM04728,personal,wife,I feel sidelined in our life planning. I feel small. I want hope here.,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I feel sidelined in our life planning. I feel small. I want hope here. || Output: If safety is the issue, clarify what would increase trust."
BM04729,personal,wife,I feel sidelined in our life planning. I feel small. Can we rebuild this?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I feel sidelined in our life planning. I feel small. Can we rebuild this? || Output: Use a shared calendar and decision log to reduce surprises.
BM04730,personal,wife,I feel sidelined in our life planning. I feel small. I believe we can do better.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I feel sidelined in our life planning. I feel small. I believe we can do better. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04731,personal,wife,I feel sidelined in our life planning. I want partnership.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I feel sidelined in our life planning. I want partnership. || Output: Ask for a repair conversation focused on process, not blame."
BM04732,personal,wife,I feel sidelined in our life planning. I want partnership. Can we fix this?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I feel sidelined in our life planning. I want partnership. Can we fix this? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04733,personal,wife,I feel sidelined in our life planning. I want partnership. What should I say?,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. I want partnership. What should I say? || Output: Be specific: I want to co-decide on X and Y.
BM04734,personal,wife,I feel sidelined in our life planning. I want partnership. How do I bring it up calmly?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. I want partnership. How do I bring it up calmly? || Output: Listen for their fears about slowing decisions down.
BM04735,personal,wife,I feel sidelined in our life planning. I want partnership. I don't want a fight.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. I want partnership. I don't want a fight. || Output: End with one trial week of a new check-in habit.
BM04736,personal,wife,I feel sidelined in our life planning. I want partnership. I need a script.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. I want partnership. I need a script. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04737,personal,wife,I feel sidelined in our life planning. I want partnership. Where do we start?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. I want partnership. Where do we start? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04738,personal,wife,I feel sidelined in our life planning. I want partnership. I want hope here.,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. I want partnership. I want hope here. || Output: Name the impact clearly without accusing motive.
BM04739,personal,wife,I feel sidelined in our life planning. I want partnership. Can we rebuild this?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. I want partnership. Can we rebuild this? || Output: Request a standing agenda slot for joint decisions monthly.
BM04740,personal,wife,I feel sidelined in our life planning. I want partnership. I believe we can do better.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. I want partnership. I believe we can do better. || Output: Ask what information you need to feel included.
BM04741,personal,wife,I feel sidelined in our life planning. I'm losing trust.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I feel sidelined in our life planning. I'm losing trust. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04742,personal,wife,I feel sidelined in our life planning. I'm losing trust. Can we fix this?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I feel sidelined in our life planning. I'm losing trust. Can we fix this? || Output: Validate their competence while asking for collaboration.
BM04743,personal,wife,I feel sidelined in our life planning. I'm losing trust. What should I say?,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I feel sidelined in our life planning. I'm losing trust. What should I say? || Output: If safety is the issue, clarify what would increase trust."
BM04744,personal,wife,I feel sidelined in our life planning. I'm losing trust. How do I bring it up calmly?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I feel sidelined in our life planning. I'm losing trust. How do I bring it up calmly? || Output: Use a shared calendar and decision log to reduce surprises.
BM04745,personal,wife,I feel sidelined in our life planning. I'm losing trust. I don't want a fight.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I feel sidelined in our life planning. I'm losing trust. I don't want a fight. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04746,personal,wife,I feel sidelined in our life planning. I'm losing trust. I need a script.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I feel sidelined in our life planning. I'm losing trust. I need a script. || Output: Ask for a repair conversation focused on process, not blame."
BM04747,personal,wife,I feel sidelined in our life planning. I'm losing trust. Where do we start?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I feel sidelined in our life planning. I'm losing trust. Where do we start? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04748,personal,wife,I feel sidelined in our life planning. I'm losing trust. I want hope here.,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. I'm losing trust. I want hope here. || Output: Be specific: I want to co-decide on X and Y.
BM04749,personal,wife,I feel sidelined in our life planning. I'm losing trust. Can we rebuild this?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. I'm losing trust. Can we rebuild this? || Output: Listen for their fears about slowing decisions down.
BM04750,personal,wife,I feel sidelined in our life planning. I'm losing trust. I believe we can do better.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. I'm losing trust. I believe we can do better. || Output: End with one trial week of a new check-in habit.
BM04751,personal,wife,I feel sidelined in our life planning. I need transparency.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. I need transparency. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04752,personal,wife,I feel sidelined in our life planning. I need transparency. Can we fix this?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. I need transparency. Can we fix this? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04753,personal,wife,I feel sidelined in our life planning. I need transparency. What should I say?,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. I need transparency. What should I say? || Output: Name the impact clearly without accusing motive.
BM04754,personal,wife,I feel sidelined in our life planning. I need transparency. How do I bring it up calmly?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. I need transparency. How do I bring it up calmly? || Output: Request a standing agenda slot for joint decisions monthly.
BM04755,personal,wife,I feel sidelined in our life planning. I need transparency. I don't want a fight.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. I need transparency. I don't want a fight. || Output: Ask what information you need to feel included.
BM04756,personal,wife,I feel sidelined in our life planning. I need transparency. I need a script.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I feel sidelined in our life planning. I need transparency. I need a script. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04757,personal,wife,I feel sidelined in our life planning. I need transparency. Where do we start?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I feel sidelined in our life planning. I need transparency. Where do we start? || Output: Validate their competence while asking for collaboration.
BM04758,personal,wife,I feel sidelined in our life planning. I need transparency. I want hope here.,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I feel sidelined in our life planning. I need transparency. I want hope here. || Output: If safety is the issue, clarify what would increase trust."
BM04759,personal,wife,I feel sidelined in our life planning. I need transparency. Can we rebuild this?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I feel sidelined in our life planning. I need transparency. Can we rebuild this? || Output: Use a shared calendar and decision log to reduce surprises.
BM04760,personal,wife,I feel sidelined in our life planning. I need transparency. I believe we can do better.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I feel sidelined in our life planning. I need transparency. I believe we can do better. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04761,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I feel sidelined in our life planning. I want to feel like a teammate. || Output: Ask for a repair conversation focused on process, not blame."
BM04762,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. Can we fix this?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I feel sidelined in our life planning. I want to feel like a teammate. Can we fix this? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04763,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. What should I say?,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. I want to feel like a teammate. What should I say? || Output: Be specific: I want to co-decide on X and Y.
BM04764,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. How do I bring it up calmly?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. I want to feel like a teammate. How do I bring it up calmly? || Output: Listen for their fears about slowing decisions down.
BM04765,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. I don't want a fight.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. I want to feel like a teammate. I don't want a fight. || Output: End with one trial week of a new check-in habit.
BM04766,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. I need a script.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. I want to feel like a teammate. I need a script. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04767,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. Where do we start?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. I want to feel like a teammate. Where do we start? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04768,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. I want hope here.,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. I want to feel like a teammate. I want hope here. || Output: Name the impact clearly without accusing motive.
BM04769,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. Can we rebuild this?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. I want to feel like a teammate. Can we rebuild this? || Output: Request a standing agenda slot for joint decisions monthly.
BM04770,personal,wife,I feel sidelined in our life planning. I want to feel like a teammate. I believe we can do better.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. I want to feel like a teammate. I believe we can do better. || Output: Ask what information you need to feel included.
BM04771,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I feel sidelined in our life planning. I'm not asking to control everything. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04772,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. Can we fix this?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I feel sidelined in our life planning. I'm not asking to control everything. Can we fix this? || Output: Validate their competence while asking for collaboration.
BM04773,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. What should I say?,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I feel sidelined in our life planning. I'm not asking to control everything. What should I say? || Output: If safety is the issue, clarify what would increase trust."
BM04774,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. How do I bring it up calmly?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I feel sidelined in our life planning. I'm not asking to control everything. How do I bring it up calmly? || Output: Use a shared calendar and decision log to reduce surprises.
BM04775,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. I don't want a fight.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I feel sidelined in our life planning. I'm not asking to control everything. I don't want a fight. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04776,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. I need a script.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I feel sidelined in our life planning. I'm not asking to control everything. I need a script. || Output: Ask for a repair conversation focused on process, not blame."
BM04777,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. Where do we start?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I feel sidelined in our life planning. I'm not asking to control everything. Where do we start? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04778,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. I want hope here.,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. I'm not asking to control everything. I want hope here. || Output: Be specific: I want to co-decide on X and Y.
BM04779,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. Can we rebuild this?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. I'm not asking to control everything. Can we rebuild this? || Output: Listen for their fears about slowing decisions down.
BM04780,personal,wife,I feel sidelined in our life planning. I'm not asking to control everything. I believe we can do better.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. I'm not asking to control everything. I believe we can do better. || Output: End with one trial week of a new check-in habit.
BM04781,personal,wife,I feel sidelined in our life planning. I want a voice in our future.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. I want a voice in our future. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04782,personal,wife,I feel sidelined in our life planning. I want a voice in our future. Can we fix this?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. I want a voice in our future. Can we fix this? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04783,personal,wife,I feel sidelined in our life planning. I want a voice in our future. What should I say?,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. I want a voice in our future. What should I say? || Output: Name the impact clearly without accusing motive.
BM04784,personal,wife,I feel sidelined in our life planning. I want a voice in our future. How do I bring it up calmly?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. I want a voice in our future. How do I bring it up calmly? || Output: Request a standing agenda slot for joint decisions monthly.
BM04785,personal,wife,I feel sidelined in our life planning. I want a voice in our future. I don't want a fight.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. I want a voice in our future. I don't want a fight. || Output: Ask what information you need to feel included.
BM04786,personal,wife,I feel sidelined in our life planning. I want a voice in our future. I need a script.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I feel sidelined in our life planning. I want a voice in our future. I need a script. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04787,personal,wife,I feel sidelined in our life planning. I want a voice in our future. Where do we start?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I feel sidelined in our life planning. I want a voice in our future. Where do we start? || Output: Validate their competence while asking for collaboration.
BM04788,personal,wife,I feel sidelined in our life planning. I want a voice in our future. I want hope here.,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I feel sidelined in our life planning. I want a voice in our future. I want hope here. || Output: If safety is the issue, clarify what would increase trust."
BM04789,personal,wife,I feel sidelined in our life planning. I want a voice in our future. Can we rebuild this?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I feel sidelined in our life planning. I want a voice in our future. Can we rebuild this? || Output: Use a shared calendar and decision log to reduce surprises.
BM04790,personal,wife,I feel sidelined in our life planning. I want a voice in our future. I believe we can do better.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I feel sidelined in our life planning. I want a voice in our future. I believe we can do better. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04791,personal,wife,I feel sidelined in our life planning. This pattern scares me.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I feel sidelined in our life planning. This pattern scares me. || Output: Ask for a repair conversation focused on process, not blame."
BM04792,personal,wife,I feel sidelined in our life planning. This pattern scares me. Can we fix this?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I feel sidelined in our life planning. This pattern scares me. Can we fix this? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04793,personal,wife,I feel sidelined in our life planning. This pattern scares me. What should I say?,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I feel sidelined in our life planning. This pattern scares me. What should I say? || Output: Be specific: I want to co-decide on X and Y.
BM04794,personal,wife,I feel sidelined in our life planning. This pattern scares me. How do I bring it up calmly?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I feel sidelined in our life planning. This pattern scares me. How do I bring it up calmly? || Output: Listen for their fears about slowing decisions down.
BM04795,personal,wife,I feel sidelined in our life planning. This pattern scares me. I don't want a fight.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I feel sidelined in our life planning. This pattern scares me. I don't want a fight. || Output: End with one trial week of a new check-in habit.
BM04796,personal,wife,I feel sidelined in our life planning. This pattern scares me. I need a script.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel sidelined in our life planning. This pattern scares me. I need a script. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04797,personal,wife,I feel sidelined in our life planning. This pattern scares me. Where do we start?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel sidelined in our life planning. This pattern scares me. Where do we start? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04798,personal,wife,I feel sidelined in our life planning. This pattern scares me. I want hope here.,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I feel sidelined in our life planning. This pattern scares me. I want hope here. || Output: Name the impact clearly without accusing motive.
BM04799,personal,wife,I feel sidelined in our life planning. This pattern scares me. Can we rebuild this?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I feel sidelined in our life planning. This pattern scares me. Can we rebuild this? || Output: Request a standing agenda slot for joint decisions monthly.
BM04800,personal,wife,I feel sidelined in our life planning. This pattern scares me. I believe we can do better.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I feel sidelined in our life planning. This pattern scares me. I believe we can do better. || Output: Ask what information you need to feel included.
BM04801,personal,wife,I'm finding out after the fact too often.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I'm finding out after the fact too often. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04802,personal,wife,I'm finding out after the fact too often. Can we fix this?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I'm finding out after the fact too often. Can we fix this? || Output: Validate their competence while asking for collaboration.
BM04803,personal,wife,I'm finding out after the fact too often. What should I say?,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I'm finding out after the fact too often. What should I say? || Output: If safety is the issue, clarify what would increase trust."
BM04804,personal,wife,I'm finding out after the fact too often. How do I bring it up calmly?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I'm finding out after the fact too often. How do I bring it up calmly? || Output: Use a shared calendar and decision log to reduce surprises.
BM04805,personal,wife,I'm finding out after the fact too often. I don't want a fight.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I'm finding out after the fact too often. I don't want a fight. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04806,personal,wife,I'm finding out after the fact too often. I need a script.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I'm finding out after the fact too often. I need a script. || Output: Ask for a repair conversation focused on process, not blame."
BM04807,personal,wife,I'm finding out after the fact too often. Where do we start?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I'm finding out after the fact too often. Where do we start? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04808,personal,wife,I'm finding out after the fact too often. I want hope here.,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I'm finding out after the fact too often. I want hope here. || Output: Be specific: I want to co-decide on X and Y.
BM04809,personal,wife,I'm finding out after the fact too often. Can we rebuild this?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I'm finding out after the fact too often. Can we rebuild this? || Output: Listen for their fears about slowing decisions down.
BM04810,personal,wife,I'm finding out after the fact too often. I believe we can do better.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I'm finding out after the fact too often. I believe we can do better. || Output: End with one trial week of a new check-in habit.
BM04811,personal,wife,I'm finding out after the fact too often. It hurts.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I'm finding out after the fact too often. It hurts. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04812,personal,wife,I'm finding out after the fact too often. It hurts. Can we fix this?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I'm finding out after the fact too often. It hurts. Can we fix this? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04813,personal,wife,I'm finding out after the fact too often. It hurts. What should I say?,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I'm finding out after the fact too often. It hurts. What should I say? || Output: Name the impact clearly without accusing motive.
BM04814,personal,wife,I'm finding out after the fact too often. It hurts. How do I bring it up calmly?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I'm finding out after the fact too often. It hurts. How do I bring it up calmly? || Output: Request a standing agenda slot for joint decisions monthly.
BM04815,personal,wife,I'm finding out after the fact too often. It hurts. I don't want a fight.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I'm finding out after the fact too often. It hurts. I don't want a fight. || Output: Ask what information you need to feel included.
BM04816,personal,wife,I'm finding out after the fact too often. It hurts. I need a script.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I'm finding out after the fact too often. It hurts. I need a script. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04817,personal,wife,I'm finding out after the fact too often. It hurts. Where do we start?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I'm finding out after the fact too often. It hurts. Where do we start? || Output: Validate their competence while asking for collaboration.
BM04818,personal,wife,I'm finding out after the fact too often. It hurts. I want hope here.,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I'm finding out after the fact too often. It hurts. I want hope here. || Output: If safety is the issue, clarify what would increase trust."
BM04819,personal,wife,I'm finding out after the fact too often. It hurts. Can we rebuild this?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I'm finding out after the fact too often. It hurts. Can we rebuild this? || Output: Use a shared calendar and decision log to reduce surprises.
BM04820,personal,wife,I'm finding out after the fact too often. It hurts. I believe we can do better.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I'm finding out after the fact too often. It hurts. I believe we can do better. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04821,personal,wife,I'm finding out after the fact too often. I feel small.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I'm finding out after the fact too often. I feel small. || Output: Ask for a repair conversation focused on process, not blame."
BM04822,personal,wife,I'm finding out after the fact too often. I feel small. Can we fix this?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I'm finding out after the fact too often. I feel small. Can we fix this? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04823,personal,wife,I'm finding out after the fact too often. I feel small. What should I say?,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I'm finding out after the fact too often. I feel small. What should I say? || Output: Be specific: I want to co-decide on X and Y.
BM04824,personal,wife,I'm finding out after the fact too often. I feel small. How do I bring it up calmly?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I'm finding out after the fact too often. I feel small. How do I bring it up calmly? || Output: Listen for their fears about slowing decisions down.
BM04825,personal,wife,I'm finding out after the fact too often. I feel small. I don't want a fight.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I'm finding out after the fact too often. I feel small. I don't want a fight. || Output: End with one trial week of a new check-in habit.
BM04826,personal,wife,I'm finding out after the fact too often. I feel small. I need a script.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I'm finding out after the fact too often. I feel small. I need a script. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04827,personal,wife,I'm finding out after the fact too often. I feel small. Where do we start?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I'm finding out after the fact too often. I feel small. Where do we start? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
